 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            174,        Albrighton,        51938,        Marc Albrighton,Leicester,Available,        3,        53,        1.7,        -2,        0.2,        7168,        17301,        9,        1.5,        182,        0,        1,        0,        2,        0,        0,        0,        1,        0,        0,        0,        49,        46.6,        102.8,        29.0,        17.7,    
            175,        Gray,        172632,        Demarai Gray,Leicester,Available,        3,        52,        2.1,        -3,        0.3,        7245,        29993,        11,        1.4,        192,        0,        1,        0,        1,        0,        0,        0,        1,        0,        0,        0,        37,        49.8,        84.0,        66.0,        20.1,    
            176,        Ndidi,        203341,        Wilfred Ndidi,Leicester,Available,        3,        50,        7.8,        0,        3.2,        320056,        228973,        39,        3.5,        990,        2,        0,        5,        7,        0,        0,        0,        1,        0,        0,        3,        193,        294.4,        97.6,        70.0,        46.4,    
            177,        James,        61604,        Matty James,Leicester,Achilles injury - Unknown return date,        3,        43,        0.0,        -2,        0.2,        9516,        19432,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            178,        Amartey,        155569,        Daniel Amartey,Leicester,Available,        3,        43,        0.0,        -2,        0.3,        10351,        17486,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            179,        Mendy,        86881,        Nampalys Mendy,Leicester,Available,        3,        44,        0.2,        -1,        0.7,        30721,        49226,        1,        1.0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        1.2,        0.0,        0.0,        0.1,    
            180,        Choudhury,        197469,        Hamza Choudhury,Leicester,Available,        3,        45,        3.1,        0,        0.8,        81378,        77008,        14,        1.8,        318,        0,        1,        1,        4,        0,        0,        0,        1,        0,        0,        0,        65,        72.8,        41.5,        43.0,        15.6,    
            265,        Pérez,        168580,        Ayoze Pérez,Leicester,Available,        3,        61,        7.5,        -4,        6.5,        376219,        928783,        46,        4.2,        701,        3,        2,        4,        5,        0,        0,        0,        0,        0,        0,        2,        143,        205.6,        120.2,        265.0,        59.2,    
            433,        Justin,        220627,        James Justin,Leicester,Available,        2,        48,        0.0,        -2,        0.1,        1598,        5567,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            448,        Tielemans,        166989,        Youri Tielemans,Leicester,Available,        3,        67,        8.6,        2,        10.2,        653122,        337992,        57,        4.8,        1071,        3,        3,        5,        8,        0,        0,        0,        0,        0,        0,        4,        225,        263.6,        318.0,        248.0,        83.1,    
            480,        King,        13152,        Andy King,Leicester,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,        3,        43,        0.0,        -2,        0.5,        35659,        48198,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            517,        Praet,        106837,        Dennis Praet,Leicester,Available,        3,        53,        2.8,        -2,        0.1,        3020,        6077,        15,        1.9,        287,        0,        1,        1,        2,        0,        0,        0,        0,        0,        0,        0,        60,        36.4,        40.3,        47.0,        12.4,    
